"S_ID","S_Name","L_ID","Pref","Zipcode","Address","Longitude","Latitude","Open","Close","S_Status","C_ID","L_Name","L_Name2","L_Color","L_Color2","L_Status","R_ID","C_Name","C_Name2","C_Name3","C_URL","C_Type","C_Status"
9931601,"あざみ野",99316,14,"225-0011","横浜市青葉区あざみ野２-１-１",139.553694,35.568076,NA,NA,0,130,"ブルーライン","横浜市高速鉄道1号線・3号線",NA,NA,0,99,"横浜市交通局","横浜市交通局","横浜市交通局","http://www.city.yokohama.lg.jp/koutuu/",0,0
3101401,"あすなろう四日市",31014,24,"510-0075","四日市市安島１-１-５６",136.618352,34.966495,NA,NA,0,247,"八王子線","八王子線",NA,NA,0,99,"四日市あすなろう鉄道","四日市あすなろう鉄道株式会社","あすてつ",NA,0,0
9992606,"いづろ通",99926,46,"892-0828","鹿児島市金生町",130.557672,31.591824,NA,NA,0,242,"鹿児島市電２系統","鹿児島市電２系統",NA,NA,0,99,"鹿児島市交通局","鹿児島市交通局","鹿児島市交通局","http://www.kotsu-city-kagoshima.jp/",0,0
1122935,"いわき",11229,7,"970-8026","いわき市平字田町",140.892273,37.058241,NA,NA,0,2,"JR常磐線(取手～いわき)","JR常磐線(取手～いわき)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1123001,"いわき",11230,7,"970-8026","いわき市平字田町",140.892273,37.058241,NA,NA,0,2,"JR常磐線(いわき～仙台)","JR常磐線(いわき～仙台)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
9962501,"コスモスクエア",99625,27,"559-0034","大阪市住之江区南港北１-３０-２１",135.412472,34.642888,NA,NA,0,249,"大阪メトロ南港ポートタウン線","大阪市高速電気軌道南港ポートタウン線","00a0de","セルリアンブルー",0,99,"Osaka Metro","大阪市高速電気軌道株式会社","大阪メトロ","http://www.osakametro.co.jp",2,0
3000405,"こどもの国",30004,23,"444-0701","愛知県西尾市東幡豆町御堂前",137.162721,34.788791,NA,NA,0,20,"名鉄蒲郡線","名鉄蒲郡線",NA,NA,0,30,"名古屋鉄道","名古屋鉄道株式会社","名鉄","http://www.meitetsu.co.jp/",2,0
1132305,"さいたま新都心",11323,11,"330-0843","さいたま市大宮区吉敷町４丁目５７番地３",139.633587,35.893867,NA,NA,0,2,"JR高崎線","JR高崎線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1133202,"さいたま新都心",11332,11,"330-0843","さいたま市大宮区吉敷町４丁目５７番地３",139.633587,35.893867,NA,NA,0,2,"JR京浜東北線","JR京浜東北線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
9910307,"さっぽろ",99103,1,"060-0004","札幌市中央区北４条西４",141.350299,43.06637,NA,NA,0,101,"札幌市営地下鉄東豊線","札幌市営地下鉄東豊線",NA,NA,0,99,"札幌市交通局","札幌市交通局","札幌市交通局","http://www.city.sapporo.jp/st/",0,0
9910423,"すすきの",99104,1,"064-0804","札幌市中央区南４条西４",141.353257,43.05578,NA,NA,0,101,"札幌市電山鼻線","札幌市電山鼻線",NA,NA,0,99,"札幌市交通局","札幌市交通局","札幌市交通局","http://www.city.sapporo.jp/st/",0,0
9934305,"センター北",99343,14,"224-0003","横浜市都筑区中川中央１-１-１",139.578386,35.553534,NA,NA,0,130,"グリーンライン","横浜市高速鉄道4号線",NA,NA,0,99,"横浜市交通局","横浜市交通局","横浜市交通局","http://www.city.yokohama.lg.jp/koutuu/",0,0
9934304,"センター南",99343,14,"224-0032","横浜市都筑区茅ケ崎中央１-１",139.574325,35.545863,NA,NA,0,130,"グリーンライン","横浜市高速鉄道4号線",NA,NA,0,99,"横浜市交通局","横浜市交通局","横浜市交通局","http://www.city.yokohama.lg.jp/koutuu/",0,0
9961513,"ときわ台",99615,27,"563-0102","豊能郡豊能町ときわ台１-９-４",135.438195,34.906134,NA,NA,0,207,"能勢電鉄妙見線","能勢電鉄妙見線",NA,NA,0,99,"能勢電鉄","能勢電鉄株式会社","能勢電","http://noseden.hankyu.co.jp/",0,0
9952302,"ナゴヤドーム前矢田",99523,23,"461-0043","名古屋市東区大幸１-１",136.947407,35.19025,NA,NA,0,182,"ゆとりーとライン","ガイドウェイバス志段味線",NA,NA,0,99,"名古屋ガイドウェイバス","名古屋ガイドウェイバス株式会社","名古屋ガイドウェイバス","http://www.guideway.co.jp/",0,0
9962005,"なんば",99620,27,"542-0076","大阪市中央区難波１-９-７",135.497539,34.666402,NA,NA,0,249,"大阪メトロ四つ橋線","高速電気軌道第3号線","0078ba","縹",0,99,"Osaka Metro","大阪市高速電気軌道株式会社","大阪メトロ","http://www.osakametro.co.jp",2,0
9962206,"なんば",99622,27,"542-0076","大阪市中央区難波１-９-７",135.499599,34.667205,NA,NA,0,249,"大阪メトロ千日前線","高速電気軌道第5号線","e44d93","紅梅",0,99,"Osaka Metro","大阪市高速電気軌道株式会社","大阪メトロ","http://www.osakametro.co.jp",2,0
9981801,"はりまや橋",99818,39,"780-0822","高知市はりまや町１",133.542852,33.559617,NA,NA,0,228,"伊野線","土佐電鉄伊野線",NA,NA,0,99,"土佐電気鉄道","土佐電気鉄道株式会社","土佐電","http://www.tosaden.co.jp/",0,0
9981904,"はりまや橋",99819,39,"780-0822","高知市はりまや町１",133.542852,33.559617,NA,NA,0,228,"桟橋線","土佐電鉄桟橋線",NA,NA,0,99,"土佐電気鉄道","土佐電気鉄道株式会社","土佐電","http://www.tosaden.co.jp/",0,0
1192103,"バルーンさが",11921,41,"840-0864","佐賀市嘉瀬町荻野字黒木篭",130.248942,33.257795,NA,NA,0,6,"JR唐津線","JR唐津線",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0
3300707,"びわ湖浜大津",33007,25,"520-0047","大津市浜大津１-３-８",135.863982,35.011283,NA,NA,0,23,"京阪京津線","京阪京津線",NA,NA,0,33,"京阪電鉄","京阪電気鉄道株式会社","京阪","http://www.keihan.co.jp/",2,0
3200601,"みさき公園",32006,27,"599-0301","泉南郡岬町淡輪３７１４",135.160977,34.323986,NA,NA,0,22,"南海多奈川線","南海多奈川線",NA,NA,0,32,"南海電鉄","南海電気鉄道株式会社","南海","http://www.nankai.co.jp/",2,0
9991606,"めがね橋",99916,42,"850-0875","長崎市栄町",129.878204,32.746785,NA,NA,0,236,"長崎電軌５系統","長崎電軌５系統",NA,NA,0,99,"長崎電気軌道","長崎電気軌道株式会社","長崎電気軌道","http://www.naga-den.com/",0,0
9931301,"ユーカリが丘",99313,12,"285-0858","佐倉市ユーカリが丘４-８-２",140.157019,35.722247,NA,NA,0,127,"ユーカリが丘線","山万ユーカリが丘線",NA,NA,0,99,"山万","山万株式会社","山万","http://www.yamaman.co.jp/",0,0
3200202,"りんくうタウン",32002,27,"598-0048","泉佐野市りんくう往来北１番",135.300117,34.410308,NA,NA,0,22,"南海空港線","南海空港線",NA,NA,0,32,"南海電鉄","南海電気鉄道株式会社","南海","http://www.nankai.co.jp/",2,0
1123166,"一ノ関",11231,3,"021-0867","一関市駅前",141.138177,38.926514,NA,NA,0,2,"JR東北本線(黒磯～利府・盛岡)","JR東北本線(黒磯～利府・盛岡)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
2100702,"一本松",21007,11,"350-2226","鶴ヶ島市中新田８０-３",139.370062,35.94008,NA,NA,0,11,"東武越生線","東武越生線",NA,NA,0,21,"東武鉄道","東武鉄道株式会社","東武","http://www.tobu.co.jp/",2,0
9941808,"七尾",99418,17,"926-0811","七尾市御祓町",136.964501,37.041613,NA,NA,0,166,"のと鉄道七尾線","のと鉄道七尾線",NA,NA,0,99,"のと鉄道","のと鉄道株式会社","のと鉄","http://www.incl.ne.jp/ntr/",0,0
9962607,"万博記念公園",99626,27,"565-0826","吹田市千里万博公園内",135.530228,34.806692,NA,NA,0,201,"大阪モノレール線","大阪モノレール線","5058C3","青",0,99,"大阪モノレール株式会社","大阪モノレール株式会社","大阪モノレール","http://www.osaka-monorail.co.jp/",0,0
9962701,"万博記念公園",99627,27,"565-0826","吹田市千里万博公園内",135.530228,34.806692,NA,NA,0,201,"大阪モノレール彩都線","国際文化公園都市線","5058C3","青",0,99,"大阪モノレール株式会社","大阪モノレール株式会社","大阪モノレール","http://www.osaka-monorail.co.jp/",0,0
1161101,"三原",11611,34,"723-0014","三原市城町",133.083049,34.400486,NA,NA,0,4,"JR山陽本線(三原～岩国)","JR山陽本線(三原～岩国)",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
1171602,"三原",11716,34,"723-0014","三原市城町",133.083049,34.400486,NA,NA,0,4,"JR呉線","JR呉線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
9942020,"三国",99420,18,"913-0054","坂井市三国町滝谷２３字１-１０",136.149615,36.217012,NA,NA,0,167,"えちぜん鉄道三国芦原線","えちぜん鉄道三国芦原線",NA,NA,0,99,"えちぜん鉄道","えちぜん鉄道株式会社","えち鉄","http://www.echizen-tetudo.co.jp/",0,0
9964602,"三宮",99646,28,"650-0001","神戸市中央区加納町４-２-１",135.193012,34.694216,NA,NA,0,211,"神戸市営地下鉄山手線","神戸市営地下鉄山手線","01AF98","緑",0,99,"神戸市交通局","神戸市交通局","神戸市交通局","http://www.city.kobe.lg.jp/",0,0
9964801,"三宮",99648,28,"650-0001","神戸市中央区加納町４-２-１",135.195306,34.694563,NA,NA,0,212,"ポートライナー","神戸新交通ポートアイランド線","FAA11C","オレンジ",0,99,"神戸新交通","神戸新交通株式会社","新神交","http://www.knt-liner.co.jp/",0,0
9950201,"三島",99502,22,"411-0036","三島市一番町",138.911369,35.125946,NA,NA,0,128,"伊豆箱根鉄道駿豆線","伊豆箱根鉄道駿豆線",NA,NA,0,99,"伊豆箱根鉄道","伊豆箱根鉄道株式会社","いずはこ","http://www.izuhakone.co.jp/",0,0
1122618,"三川",11226,15,"959-4400","東蒲原郡阿賀町",139.381482,37.70835,NA,NA,0,2,"森と水とロマンの鉄道","JR磐越西線(森と水とロマンの鉄道)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1140307,"三才",99427,20,"381-0081","長野市三才",138.244079,36.686674,NA,NA,0,156,"北しなの線","北しなの線",NA,NA,0,99,"しなの鉄道","しなの鉄道株式会社","しな鉄","http://www.shinanorailway.co.jp/",0,0
9964209,"三木",99642,28,"673-0403","兵庫県三木市末広一丁目1-35",134.977604,34.794616,NA,NA,2,208,"三木鉄道三木線","三木鉄道三木線","009CFF","水色",2,99,"三木鉄道","三木鉄道株式会社","三木鉄道",NA,0,2
3100534,"三本松",31005,29,"633-0317","宇陀市室生区三本松２９３７",136.035851,34.578571,NA,NA,0,21,"近鉄大阪線","近鉄大阪線",NA,NA,0,31,"近畿日本鉄道","近畿日本鉄道株式会社","近鉄","http://www.kintetsu.co.jp/",2,0
3300101,"三条",33001,26,"605-0000","京都市東山区三条大橋東詰",135.772274,35.009114,NA,NA,0,23,"京阪本線","京阪本線",NA,NA,0,33,"京阪電鉄","京阪電気鉄道株式会社","京阪","http://www.keihan.co.jp/",2,0
3300403,"三条",33004,26,"605-0000","京都市東山区三条大橋東詰",135.772274,35.009114,NA,NA,0,23,"京阪鴨東線","京阪鴨東線",NA,NA,0,33,"京阪電鉄","京阪電気鉄道株式会社","京阪","http://www.keihan.co.jp/",2,0
9980205,"三条",99802,37,"761-8064","高松市上之町２-１２４４-３",134.049478,34.319718,NA,NA,0,225,"琴電琴平線","琴電琴平線",NA,NA,0,99,"高松琴平電気鉄道","高松琴平電気鉄道株式会社","琴電","http://www.kotoden.co.jp/",0,0
1171426,"三次",11714,34,"728-0014","三次市十日市南１丁目",132.855976,34.802646,NA,NA,0,4,"JR芸備線","JR芸備線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
1172030,"三次",11720,34,"728-0014","三次市十日市南１丁目",132.855976,34.802646,NA,NA,0,4,"JR福塩線","JR福塩線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
9920401,"三沢",99204,2,"033-0000","三沢市犬落瀬",141.353638,40.668498,NA,NA,2,106,"十和田観光電鉄","十和田観光電鉄",NA,NA,2,99,"十和田観光電鉄","十和田観光電鉄株式会社","十和田観光電鉄","http://www.toutetsu.co.jp/",0,2
1120105,"三沢",99206,2,"033-0000","三沢市犬落瀬",141.353649,40.669735,NA,NA,0,108,"青い森鉄道線","青い森鉄道線",NA,NA,0,99,"青い森鉄道","青い森鉄道株式会社","青い森鉄道","http://aoimorirailway.com/",0,0
9930208,"三田",99302,13,"108-0014","港区芝５-３４-１０",139.748775,35.64818,NA,NA,0,119,"都営浅草線","都営浅草線",NA,NA,0,99,"東京都交通局","東京都交通局","東京都交通局","http://www.kotsu.metro.tokyo.jp/",0,0
9930304,"三田",99303,13,"108-0014","港区芝５-３４-１０",139.748775,35.64818,NA,NA,0,119,"都営三田線","都営三田線",NA,NA,0,99,"東京都交通局","東京都交通局","東京都交通局","http://www.kotsu.metro.tokyo.jp/",0,0
9963310,"三田",99633,28,"669-1528","三田市駅前町１丁目",135.23052,34.888259,NA,NA,0,204,"三田線","神鉄三田線","D53924","朱",0,99,"神戸電鉄","神戸電鉄株式会社","神鉄","http://www.shintetsu.co.jp/",0,0
9963401,"三田",99634,28,"669-1528","三田市駅前町１丁目",135.23052,34.888259,NA,NA,0,204,"公園都市線","神鉄公園都市線","D53924","朱",0,99,"神戸電鉄","神戸電鉄株式会社","神鉄","http://www.shintetsu.co.jp/",0,0
9963402,"三田本町",99634,28,"669-1526","三田市相生町１２-５",135.229606,34.881805,NA,NA,0,204,"公園都市線","神鉄公園都市線","D53924","朱",0,99,"神戸電鉄","神戸電鉄株式会社","神鉄","http://www.shintetsu.co.jp/",0,0
9970506,"三谷",99705,33,"714-1211","小田郡矢掛町東三成市場",133.61964,34.61627,NA,NA,0,218,"井原線","井原鉄道井原線",NA,NA,0,99,"井原鉄道","井原鉄道株式会社","井原鉄道","http://plus.harenet.ne.jp/~ibarasen/",0,0
2800809,"三越前",28008,13,"103-0022","中央区日本橋室町１-８-１",139.773147,35.684908,NA,NA,0,18,"東京メトロ半蔵門線","東京メトロ半蔵門線","A757A8","パープル",0,28,"東京メトロ","東京地下鉄株式会社","東京メトロ","http://www.tokyometro.jp/",2,0
2600701,"三軒茶屋",26007,13,"154-0004","世田谷区太子堂４-２１-１",139.670156,35.643716,NA,NA,0,16,"東急世田谷線","東急世田谷線",NA,NA,0,26,"東急電鉄","東京急行電鉄株式会社","東急","http://www.tokyu.co.jp/",2,0
1160709,"三郷",11607,29,"636-0822","生駒郡三郷町大字立野南２",135.687484,34.588867,NA,NA,0,4,"大和路線","JR関西本線(加茂～ＪＲ難波)",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
3001216,"三郷",30012,23,"488-0015","尾張旭市三郷町栄９２-１",137.052352,35.216258,NA,NA,0,20,"名鉄瀬戸線","名鉄瀬戸線",NA,NA,0,30,"名古屋鉄道","名古屋鉄道株式会社","名鉄","http://www.meitetsu.co.jp/",2,0
1131220,"三鷹",11312,13,"181-0013","東京都三鷹市下連雀三丁目46-1",139.560325,35.702683,NA,NA,0,2,"JR中央線(快速)","JR中央線(快速)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1131301,"三鷹",11313,13,"181-0013","東京都三鷹市下連雀三丁目46-1",139.560325,35.702683,NA,NA,0,2,"JR中央・総武線","JR中央・総武緩行線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1132819,"三鷹",11328,13,"181-0013","東京都三鷹市下連雀三丁目46-1",139.560325,35.702683,1930-06-25,NA,0,2,"JR成田エクスプレス","JR成田エクスプレス",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
9980908,"上一万",99809,38,"790-0804","松山市中一万町",132.775502,33.846737,NA,NA,0,226,"伊予鉄道環状線","伊予鉄道２系統",NA,NA,0,99,"伊予鉄道","伊予鉄道株式会社","伊予鉄","http://www.iyotetsu.co.jp/",0,0
9981008,"上一万",99810,38,"790-0804","松山市中一万町",132.775502,33.846737,NA,NA,0,226,"伊予鉄道市駅線","伊予鉄道３系統",NA,NA,0,99,"伊予鉄道","伊予鉄道株式会社","伊予鉄","http://www.iyotetsu.co.jp/",0,0
9981110,"上一万",99811,38,"790-0804","松山市中一万町",132.775502,33.846737,NA,NA,0,226,"伊予鉄道松山駅前線","伊予鉄道５系統",NA,NA,0,99,"伊予鉄道","伊予鉄道株式会社","伊予鉄","http://www.iyotetsu.co.jp/",0,0
9951609,"上前津",99516,23,"460-0011","名古屋市中区大須４-１１-１５",136.906815,35.157477,NA,NA,0,179,"名古屋市営地下鉄鶴舞線","名古屋市営地下鉄鶴舞線","04ACDD","水色",0,99,"名古屋市交通局","名古屋市交通局","名古屋市交通局","http://www.kotsu.city.nagoya.jp/",0,0
9931622,"上大岡",99316,14,"233-0002","横浜市港南区上大岡西１-６-１",139.595901,35.408745,NA,NA,0,130,"ブルーライン","横浜市高速鉄道1号線・3号線",NA,NA,0,99,"横浜市交通局","横浜市交通局","横浜市交通局","http://www.city.yokohama.lg.jp/koutuu/",0,0
9951601,"上小田井",99516,23,"452-0816","名古屋市西区貴生町",136.876941,35.223482,NA,NA,0,179,"名古屋市営地下鉄鶴舞線","名古屋市営地下鉄鶴舞線","04ACDD","水色",0,99,"名古屋市交通局","名古屋市交通局","名古屋市交通局","http://www.kotsu.city.nagoya.jp/",0,0
9940523,"上条",99405,20,"381-0401","下高井郡山ノ内町平穏仁堂下４５９４-２",138.407619,36.749641,NA,NA,0,158,"長野電鉄長野線","長野電鉄長野線",NA,NA,0,99,"長野電鉄","長野電鉄株式会社","長電","http://www.nagaden-net.co.jp/",0,0
9953112,"上林",99531,24,"518-0112","伊賀市上林原代２６-２",136.161219,34.694998,NA,NA,0,188,"伊賀鉄道伊賀線","伊賀鉄道伊賀線",NA,NA,0,99,"伊賀鉄道","伊賀鉄道株式会社","伊賀鉄道","http://www.igatetsu.co.jp/",0,0
9991801,"上熊本",99918,43,"860-0079","熊本市上熊本２丁目",130.699797,32.818324,NA,NA,0,237,"熊本電鉄上熊本線","熊本電鉄上熊本線",NA,NA,0,99,"熊本電気鉄道","熊本電気鉄道株式会社","熊本電気鉄道","http://www.kumamotodentetsu.co.jp/",0,0
9992301,"上熊本",99923,43,"860-0079","熊本市上熊本２丁目１８-８地内",130.6994037,32.81743247,NA,NA,0,241,"熊本市電Ｂ系統","熊本市電Ｂ系統",NA,NA,0,99,"熊本市交通局","熊本市交通局","熊本市交通局","http://www.kotsu-kumamoto.jp/",0,0
3400313,"上牧",34003,27,"569-0007","高槻市神内２-１-５",135.661629,34.872018,NA,NA,0,24,"阪急京都本線","阪急京都本線",NA,NA,0,34,"阪急電鉄","阪急電鉄株式会社","阪急","http://rail.hankyu.co.jp/",2,0
9940401,"上田",99404,20,"386-0025","上田市天神１丁目１８８７番地",138.24882,36.396691,NA,NA,0,157,"上田電鉄別所線","上田電鉄別所線",NA,NA,0,99,"上田交通","上田交通株式会社","上交","http://www.ukg.co.jp/",0,0
9932518,"上総中野",99325,12,"298-0262","夷隅郡大多喜町堀切",140.199571,35.250051,NA,NA,0,138,"小湊鉄道線","小湊鉄道線",NA,NA,0,99,"小湊鐵道","小湊鐵道株式会社","小湊鐵道","http://www.kominato.co.jp/",0,0
1170514,"上道",11705,31,"684-0041","境港市中野町",133.230748,35.531148,NA,NA,0,4,"JR境線","JR境線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
9964401,"上郡",99644,28,"678-1233","赤穂郡上郡町大字大持",134.353083,34.866413,NA,NA,0,210,"智頭急行智頭線","智頭急行智頭線","000099","紺",0,99,"智頭急行","智頭急行株式会社","智頭急","http://www.chizukyu.co.jp/",0,0
1131901,"上野",11319,13,"110-0005","東京都台東区上野七丁目1-1",139.777043,35.71379,NA,NA,0,2,"宇都宮線","JR東北本線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1132001,"上野",11320,13,"110-0005","東京都台東区上野七丁目1-1",139.777043,35.71379,NA,NA,0,2,"JR常磐線(上野～取手)","JR常磐線(上野～取手)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1132301,"上野",11323,13,"110-0005","東京都台東区上野七丁目1-1",139.777043,35.71379,NA,NA,0,2,"JR高崎線","JR高崎線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1133218,"上野",11332,13,"110-0005","東京都台東区上野七丁目1-1",139.777043,35.71379,NA,NA,0,2,"JR京浜東北線","JR京浜東北線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1134302,"上野",11343,13,"100-0005","東京都台東区上野七丁目1-1",139.777043,35.71379,NA,NA,0,2,"上野東京ライン","上野東京ライン",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
2800104,"上野",28001,13,"110-0005","東京都台東区東上野三丁目19-6",139.777122,35.711482,NA,NA,0,18,"東京メトロ銀座線","東京メトロ銀座線","F7931D","オレンジ",0,28,"東京メトロ","東京地下鉄株式会社","東京メトロ","http://www.tokyometro.jp/",2,0
2800305,"上野",28003,13,"110-0005","東京都台東区東上野三丁目19-6",139.777122,35.711482,NA,NA,0,18,"東京メトロ日比谷線","東京メトロ日比谷線","89A1AD","シルバー",0,28,"東京メトロ","東京地下鉄株式会社","東京メトロ","http://www.tokyometro.jp/",2,0
9953104,"上野市",99531,24,"518-0873","伊賀市上野丸之内６１-２",136.129419,34.767654,NA,NA,0,188,"伊賀鉄道伊賀線","伊賀鉄道伊賀線",NA,NA,0,99,"伊賀鉄道","伊賀鉄道株式会社","伊賀鉄道","http://www.igatetsu.co.jp/",0,0
9951802,"上飯田",99518,23,"462-0808","名古屋市北区上飯田通２-４０",136.929642,35.203845,NA,NA,0,179,"名古屋市営地下鉄上飯田線","名古屋市営地下鉄上飯田線","FF66C4","桃色",0,99,"名古屋市交通局","名古屋市交通局","名古屋市交通局","http://www.kotsu.city.nagoya.jp/",0,0
2100901,"下今市",21009,9,"321-1261","日光市今市",139.692666,36.72563,NA,NA,0,11,"東武鬼怒川線","東武鬼怒川線",NA,NA,0,21,"東武鉄道","東武鉄道株式会社","東武","http://www.tobu.co.jp/",2,0
2500107,"下北沢",25001,13,"155-0031","世田谷区北沢２丁目",139.667516,35.661655,NA,NA,0,15,"小田急線","小田急小田原線",NA,NA,0,25,"小田急電鉄","小田急電鉄株式会社","小田急","http://www.odakyu.jp/",2,0
9981616,"下山",99816,39,"784-0046","安芸市下山カシ原３８６",133.94837,33.458267,NA,NA,0,227,"ごめん・なはり線","土佐くろしお鉄道ごめん・なはり線",NA,NA,0,99,"土佐くろしお鉄道","土佐くろしお鉄道株式会社","土佐くろしお鉄道","http://www.tosakuro.co.jp/",0,0
9940711,"下島",99407,20,"390-1401","長野県松本市波田4417-12",137.871841,36.206131,NA,NA,0,159,"上高地線","アルピコ交通上高地線",NA,NA,0,99,"アルピコ交通","アルピコ交通株式会社","アルピコ交通","http://www.alpico.co.jp/traffic/",0,0
1162620,"下松",11626,27,"596-0823","岸和田市下松町",135.39683,34.457344,NA,NA,0,4,"阪和線(天王寺～和歌山)","阪和線(天王寺～和歌山)",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
9953203,"下深谷",99532,24,"511-0808","桑名市大字下深谷部２２７９",136.661818,35.096179,NA,NA,0,189,"養老鉄道養老線","養老鉄道養老線",NA,NA,0,99,"養老鉄道","養老鉄道株式会社","養老鉄道","http://www.yororailway.co.jp/",0,0
9953204,"下野代",99532,24,"511-0117","桑名市多度町下野代３１６２-３",136.647235,35.115899,NA,NA,0,189,"養老鉄道養老線","養老鉄道養老線",NA,NA,0,99,"養老鉄道","養老鉄道株式会社","養老鉄道","http://www.yororailway.co.jp/",0,0
1170238,"下関",11702,35,"750-0025","下関市大字竹崎町４丁目",130.923038,33.950306,NA,NA,0,4,"JR山陰本線(益田～下関)","JR山陰本線(益田～下関)",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
1190201,"下関",11902,35,"750-0025","下関市大字竹崎町４丁目",130.923038,33.950306,NA,NA,0,6,"JR鹿児島本線(下関・門司港～博多)","JR鹿児島本線(下関・門司港～博多)",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0
9931824,"下館",99318,8,"308-0041","茨城県筑西市乙86",139.978268,36.303959,NA,NA,0,132,"関東鉄道常総線","関東鉄道常総線",NA,NA,0,99,"関東鉄道","関東鉄道株式会社","関鉄","http://www.kantetsu.co.jp/",0,0
9933001,"下館",99330,8,"308-0041","茨城県筑西市乙86",139.978582,36.304275,NA,NA,0,143,"真岡鐵道真岡線","真岡鐵道真岡線",NA,NA,0,99,"真岡鐵道","真岡鐵道株式会社","真岡鐵道","http://www.moka-railway.co.jp/",0,0
2600710,"下高井戸",26007,13,"156-0043","世田谷区松原３-２９-１７",139.641372,35.66615,NA,NA,0,16,"東急世田谷線","東急世田谷線",NA,NA,0,26,"東急電鉄","東京急行電鉄株式会社","東急","http://www.tokyu.co.jp/",2,0
9930113,"両国",99301,13,"130-0015","墨田区横網１丁目",139.797421,35.696881,NA,NA,0,119,"都営大江戸線","都営大江戸線",NA,NA,0,99,"東京都交通局","東京都交通局","東京都交通局","http://www.kotsu.metro.tokyo.jp/",0,0
9920811,"両石",99208,3,"026-0304","釜石市両石町",141.889112,39.308062,1951-07-23,NA,0,109,"三陸鉄道リアス線","三陸鉄道リアス線",NA,NA,0,99,"三陸鉄道","三陸鉄道株式会社","三鉄","http://www.sanrikutetsudou.com/",0,0
9930132,"中井",99301,13,"161-0032","新宿区中落合１-１９-１",139.686356,35.714035,NA,NA,0,119,"都営大江戸線","都営大江戸線",NA,NA,0,99,"東京都交通局","東京都交通局","東京都交通局","http://www.kotsu.metro.tokyo.jp/",0,0
2600327,"中央林間",26003,14,"242-0007","大和市中央林間３-３-８",139.444935,35.507671,NA,NA,0,16,"東急田園都市線","東急田園都市線",NA,NA,0,26,"東急電鉄","東京急行電鉄株式会社","東急","http://www.tokyu.co.jp/",2,0
9910610,"中央病院前",99106,1,"040-0011","函館市本町２番",140.751021,41.787121,NA,NA,0,102,"函館市電５系統","函館市電５系統",NA,NA,0,99,"函館市交通局","函館市交通局","函館市電","http://www.city.hakodate.hokkaido.jp/transport/",0,0
1120512,"中小国",11205,2,"030-1305","東津軽郡外ヶ浜町蟹田小国",140.596798,41.051702,NA,NA,0,2,"JR津軽線","JR津軽線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
