"S_ID","S_Name","L_ID","Pref","Zipcode","Address","Longitude","Latitude","Open","Close","S_Status","C_ID","L_Name","L_Name2","L_Color","L_Color2","L_Status","R_ID","C_Name","C_Name2","C_Name3","C_URL","C_Type","C_Status"
1160501,"京都",11605,26,"600-8216","京都市下京区烏丸通塩小路下ル東塩小路町",135.757748,34.985465,NA,NA,0,4,"JR湖西線","JR湖西線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
1161401,"京都",11614,26,"600-8216","京都市下京区烏丸通塩小路下ル東塩小路町",135.757748,34.985465,NA,NA,0,4,"嵯峨野線","JR山陰本線(京都～園部)",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
1161801,"京都",11618,26,"600-8216","京都市下京区烏丸通塩小路下ル東塩小路町",135.757748,34.985465,NA,NA,0,4,"奈良線","奈良線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
3102501,"京都",31025,26,"600-8216","京都市下京区烏丸通塩小路下ル東塩小路町",135.756442,34.984726,NA,NA,0,21,"近鉄京都線","近鉄京都線",NA,NA,0,31,"近畿日本鉄道","近畿日本鉄道株式会社","近鉄","http://www.kintetsu.co.jp/",2,0
9961011,"京都",99610,26,"600-8216","京都市下京区烏丸通塩小路下ル東塩小路町",135.759768,34.986836,NA,NA,0,195,"京都市営地下鉄烏丸線","京都市営地下鉄烏丸線",NA,NA,0,99,"京都市交通局","京都市交通局","京都市交通局","http://www.city.kyoto.lg.jp/kotsu/",0,0
9930214,"人形町",99302,13,"103-0013","中央区日本橋人形町２-６-５",139.782285,35.686307,NA,NA,0,119,"都営浅草線","都営浅草線",NA,NA,0,99,"東京都交通局","東京都交通局","東京都交通局","http://www.kotsu.metro.tokyo.jp/",0,0
1180159,"仁井田",11801,39,"786-0021","高岡郡四万十町仁井田",133.161204,33.245097,NA,NA,0,5,"JR土讃線","JR土讃線",NA,NA,0,11,"JR四国","四国旅客鉄道株式会社","JR四国","http://www.jr-shikoku.co.jp/",1,0
9940320,"今井",99403,20,"381-2226","長野市川中島町今井２９６番地",138.145347,36.595732,NA,NA,0,156,"しなの鉄道線","しなの鉄道線",NA,NA,0,99,"しなの鉄道","しなの鉄道株式会社","しな鉄","http://www.shinanorailway.co.jp/",0,0
1162303,"今宮",11623,27,"556-0014","大阪市浪速区大国３丁目",135.492975,34.654156,NA,NA,0,4,"大阪環状線","大阪環状線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
3100304,"今川",31003,27,"546-0043","大阪市東住吉区駒川３-４-５５",135.531148,34.626226,NA,NA,0,21,"近鉄南大阪線","近鉄南大阪線",NA,NA,0,31,"近畿日本鉄道","近畿日本鉄道株式会社","近鉄","http://www.kintetsu.co.jp/",2,0
9951708,"今池",99517,23,"464-0850","名古屋市千種区今池５-１",136.937331,35.169919,NA,NA,0,179,"名古屋市営地下鉄桜通線","名古屋市営地下鉄桜通線","FF0000","赤",0,99,"名古屋市交通局","名古屋市交通局","名古屋市交通局","http://www.kotsu.city.nagoya.jp/",0,0
9962903,"今池",99629,27,"557-0004","大阪市西成区萩之茶屋２-２-７",135.502339,34.645704,NA,NA,0,202,"阪堺電軌阪堺線","阪堺電軌阪堺線","008947","緑",0,99,"阪堺電気軌道","阪堺電気軌道株式会社","阪堺","http://www.hankai.co.jp/",0,0
9990907,"今池",99909,40,"807-0846","北九州市八幡西区里中２-１４６８-１３",130.739582,33.845258,NA,NA,0,233,"筑豊電気鉄道線","筑豊電気鉄道線",NA,NA,0,99,"筑豊電気鉄道","筑豊電気鉄道株式会社","筑鉄","http://www.chikutetsu.co.jp/",0,0
9921107,"今泉",99211,6,"993-0033","長井市今泉",140.04412,38.056697,NA,NA,0,112,"フラワー長井線","山形鉄道フラワー長井線",NA,NA,0,99,"山形鉄道","山形鉄道株式会社","山形鉄道","http://www.flower-liner.jp/",0,0
3400401,"今津",34004,28,"663-8245","西宮市津門呉羽町１-３７",135.351573,34.732015,NA,NA,0,24,"阪急今津線","阪急今津線",NA,NA,0,34,"阪急電鉄","阪急電鉄株式会社","阪急","http://rail.hankyu.co.jp/",2,0
3500116,"今津",35001,28,"663-8245","西宮市津門呉羽町１-３７",135.351568,34.730953,NA,NA,0,25,"阪神本線","阪神本線",NA,NA,0,35,"阪神電鉄","阪神電気鉄道株式会社","阪神","http://rail.hanshin.co.jp/",2,0
3100503,"今里",31005,27,"544-0001","大阪市生野区新今里四丁目1-17",135.549917,34.664788,NA,NA,0,21,"近鉄大阪線","近鉄大阪線",NA,NA,0,31,"近畿日本鉄道","近畿日本鉄道株式会社","近鉄","http://www.kintetsu.co.jp/",2,0
9962210,"今里",99622,27,"537-0012","大阪市東成区大今里三丁目15-18",135.544274,34.668617,NA,NA,0,249,"大阪メトロ千日前線","高速電気軌道第5号線","e44d93","紅梅",0,99,"Osaka Metro","大阪市高速電気軌道株式会社","大阪メトロ","http://www.osakametro.co.jp",2,0
9965211,"今里",99652,27,"537-0012","大阪市東成区大今里三丁目15-18",135.544274,34.668617,NA,NA,0,249,"大阪メトロ今里筋線","高速電気軌道第8号線","ee7b1a","柑子",0,99,"Osaka Metro","大阪市高速電気軌道株式会社","大阪メトロ","http://www.osakametro.co.jp",2,0
1122202,"仙台",11222,4,"980-0021","仙台市青葉区中央一丁目1-1",140.882158,38.260027,NA,NA,0,2,"JR仙石線","JR仙石線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1123143,"仙台",11231,4,"980-0021","仙台市青葉区中央一丁目1-1",140.882158,38.260027,NA,NA,0,2,"JR東北本線(黒磯～利府・盛岡)","JR東北本線(黒磯～利府・盛岡)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1123033,"仙台",11230,4,"980-0021","仙台市青葉区中央一丁目10-10",140.882158,38.260027,NA,NA,0,2,"JR常磐線(いわき～仙台)","JR常磐線(いわき～仙台)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
9921410,"仙台",99214,4,"980-0021","仙台市青葉区中央一丁目10-10",140.879928,38.259901,NA,NA,0,115,"仙台市営地下鉄南北線","仙台市営地下鉄南北線",NA,NA,0,99,"仙台市交通局","仙台市交通局","仙台市交通局","http://www.kotsu.city.sendai.jp/",0,0
9921807,"仙台",99218,4,"980-0021","仙台市青葉区中央一丁目10-10",140.879928,38.259901,2015-12-06,NA,0,115,"仙台市営地下鉄東西線","仙台市営地下鉄東西線",NA,NA,0,99,"仙台市交通局","仙台市交通局","仙台市交通局","http://www.kotsu.city.sendai.jp/",0,0
1131311,"代々木",11313,13,"151-0053","東京都渋谷区代々木一丁目34-1",139.702042,35.683061,NA,NA,0,2,"JR中央・総武線","JR中央・総武緩行線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
9930127,"代々木",99301,13,"151-0053","東京都渋谷区代々木一丁目35-5",139.701666,35.683218,NA,NA,0,119,"都営大江戸線","都営大江戸線",NA,NA,0,99,"東京都交通局","東京都交通局","東京都交通局","http://www.kotsu.metro.tokyo.jp/",0,0
2800520,"代々木上原",28005,13,"151-0066","渋谷区西原３丁目",139.680153,35.669159,NA,NA,0,18,"東京メトロ千代田線","東京メトロ千代田線","009933","グリーン",0,28,"東京メトロ","東京地下鉄株式会社","東京メトロ","http://www.tokyometro.jp/",2,0
9991011,"伊万里",99910,41,"848-0041","伊万里市新天町",129.876344,33.271862,NA,NA,0,234,"西九州線(有田～伊万里)","松浦鉄道西九州線(有田～伊万里)",NA,NA,0,99,"松浦鉄道","松浦鉄道株式会社","松浦鉄道","http://www.matutetu.com/",0,0
9991101,"伊万里",99911,41,"848-0041","伊万里市新天町",129.876344,33.271862,NA,NA,0,234,"西九州線(伊万里～佐世保)","松浦鉄道西九州線(伊万里～佐世保)",NA,NA,0,99,"松浦鉄道","松浦鉄道株式会社","松浦鉄道","http://www.matutetu.com/",0,0
3400604,"伊丹",34006,28,"664-0858","兵庫県伊丹市西台一丁目",135.413618,34.779875,NA,NA,0,24,"阪急伊丹線","阪急伊丹線",NA,NA,0,34,"阪急電鉄","阪急電鉄株式会社","阪急","http://rail.hankyu.co.jp/",2,0
3100901,"伊勢中川",31009,24,"515-2321","松阪市嬉野中川町７５４",136.477894,34.635028,NA,NA,0,21,"近鉄山田線","近鉄山田線",NA,NA,0,31,"近畿日本鉄道","近畿日本鉄道株式会社","近鉄","http://www.kintetsu.co.jp/",2,0
3102744,"伊勢中川",31027,24,"515-2321","松阪市嬉野中川町７５４",136.477894,34.635028,NA,NA,0,21,"近鉄名古屋線","近鉄名古屋線",NA,NA,0,31,"近畿日本鉄道","近畿日本鉄道株式会社","近鉄","http://www.kintetsu.co.jp/",2,0
2100255,"伊勢崎",21002,10,"372-0055","伊勢崎市曲輪町３丁目",139.194559,36.326622,NA,NA,0,11,"東武伊勢崎線","東武伊勢崎線",NA,NA,0,21,"東武鉄道","東武鉄道株式会社","東武","http://www.tobu.co.jp/",2,0
3100913,"伊勢市",31009,24,"516-0073","伊勢市吹上１丁目",136.710155,34.492087,NA,NA,0,21,"近鉄山田線","近鉄山田線",NA,NA,0,31,"近畿日本鉄道","近畿日本鉄道株式会社","近鉄","http://www.kintetsu.co.jp/",2,0
3102729,"伊勢若松",31027,24,"510-0222","鈴鹿市若松西４-１７-８",136.616765,34.869431,NA,NA,0,21,"近鉄名古屋線","近鉄名古屋線",NA,NA,0,31,"近畿日本鉄道","近畿日本鉄道株式会社","近鉄","http://www.kintetsu.co.jp/",2,0
9950101,"伊東",99501,22,"414-0002","伊東市湯川３丁目",139.092125,34.9747,NA,NA,0,169,"伊豆急行線","伊豆急行線",NA,NA,0,99,"伊豆急行","伊豆急行株式会社","伊豆急","http://www.izukyu.co.jp/",0,0
3100601,"伊賀上野",31006,24,"518-0022","伊賀市三田",136.123017,34.789026,NA,NA,2,21,"近鉄伊賀線","近鉄伊賀線",NA,NA,2,31,"近畿日本鉄道","近畿日本鉄道株式会社","近鉄","http://www.kintetsu.co.jp/",2,0
9953101,"伊賀上野",99531,24,"518-0022","伊賀市三田",136.123017,34.789026,NA,NA,0,188,"伊賀鉄道伊賀線","伊賀鉄道伊賀線",NA,NA,0,99,"伊賀鉄道","伊賀鉄道株式会社","伊賀鉄道","http://www.igatetsu.co.jp/",0,0
3100614,"伊賀神戸",31006,24,"518-0115","伊賀市比土２６２８-３",136.152854,34.673639,NA,NA,2,21,"近鉄伊賀線","近鉄伊賀線",NA,NA,2,31,"近畿日本鉄道","近畿日本鉄道株式会社","近鉄","http://www.kintetsu.co.jp/",2,0
9953114,"伊賀神戸",99531,24,"518-0115","伊賀市比土２６２８-３",136.152854,34.673639,NA,NA,0,188,"伊賀鉄道伊賀線","伊賀鉄道伊賀線",NA,NA,0,99,"伊賀鉄道","伊賀鉄道株式会社","伊賀鉄道","http://www.igatetsu.co.jp/",0,0
9981833,"伊野",99818,39,"781-2100","高知県吾川郡いの町1419-3",133.428397,33.548602,NA,NA,0,228,"伊野線","土佐電鉄伊野線",NA,NA,0,99,"土佐電気鉄道","土佐電気鉄道株式会社","土佐電","http://www.tosaden.co.jp/",0,0
9951309,"伏見",99513,23,"460-0003","名古屋市中区錦２-１６-２４",136.897427,35.169273,NA,NA,0,179,"名古屋市営地下鉄東山線","名古屋市営地下鉄東山線","FFCC00","菜種色",0,99,"名古屋市交通局","名古屋市交通局","名古屋市交通局","http://www.kotsu.city.nagoya.jp/",0,0
9951607,"伏見",99516,23,"460-0003","名古屋市中区錦２-１６-２４",136.897427,35.169273,NA,NA,0,179,"名古屋市営地下鉄鶴舞線","名古屋市営地下鉄鶴舞線","04ACDD","水色",0,99,"名古屋市交通局","名古屋市交通局","名古屋市交通局","http://www.kotsu.city.nagoya.jp/",0,0
1122601,"会津若松",11226,7,"965-0041","会津若松市駅前町",139.930159,37.508824,NA,NA,0,2,"森と水とロマンの鉄道","JR磐越西線(森と水とロマンの鉄道)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1122701,"会津若松",11227,7,"965-0041","会津若松市駅前町",139.930159,37.508824,NA,NA,0,2,"JR只見線","JR只見線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
9934109,"会津高原尾瀬口",99341,7,"967-0015","南会津郡南会津町滝原字羽根子",139.705067,37.089949,NA,NA,0,153,"ほっとスパ・ライン","野岩鉄道会津鬼怒川線",NA,NA,0,99,"野岩鉄道","野岩鉄道株式会社","野岩鉄道","http://www.yagan.co.jp/",0,0
1170331,"伯耆大山",11703,31,"689-3543","米子市蚊屋",133.384216,35.430142,NA,NA,0,4,"JR伯備線","JR伯備線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
1180325,"佃",11803,36,"779-4806","三好市井川町西井川",133.857677,34.032439,NA,NA,0,5,"よしの川ブルーライン","JR徳島線",NA,NA,0,11,"JR四国","四国旅客鉄道株式会社","JR四国","http://www.jr-shikoku.co.jp/",1,0
9962510,"住之江公園",99625,27,"559-0023","大阪市住之江区泉１-１",135.471879,34.609269,NA,NA,0,249,"大阪メトロ南港ポートタウン線","大阪市高速電気軌道南港ポートタウン線","00a0de","セルリアンブルー",0,99,"Osaka Metro","大阪市高速電気軌道株式会社","大阪メトロ","http://www.osakametro.co.jp",2,0
1192405,"住吉",11924,43,"869-0401","宇土市住吉町",130.597963,32.702066,NA,NA,0,6,"三角線（あまくさみすみ線）","JR三角線",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0
2800814,"住吉",28008,13,"135-0002","江東区住吉２-２３-１２",139.815681,35.689073,NA,NA,0,18,"東京メトロ半蔵門線","東京メトロ半蔵門線","A757A8","パープル",0,28,"東京メトロ","東京地下鉄株式会社","東京メトロ","http://www.tokyometro.jp/",2,0
3500124,"住吉",35001,28,"658-0053","神戸市東灘区住吉宮町五丁目",135.261655,34.713025,NA,NA,0,25,"阪神本線","阪神本線",NA,NA,0,35,"阪神電鉄","阪神電気鉄道株式会社","阪神","http://rail.hanshin.co.jp/",2,0
9930413,"住吉",99304,13,"135-0002","江東区住吉２-２３-１２",139.815681,35.689073,NA,NA,0,119,"都営新宿線","都営新宿線",NA,NA,0,99,"東京都交通局","東京都交通局","東京都交通局","http://www.kotsu.metro.tokyo.jp/",0,0
9962810,"住吉",99628,27,"558-0045","大阪市住吉区住吉２",135.491846,34.61448,NA,NA,0,202,"阪堺電軌上町線","阪堺電軌上町線","083388","紺",0,99,"阪堺電気軌道","阪堺電気軌道株式会社","阪堺","http://www.hankai.co.jp/",0,0
9962912,"住吉",99629,27,"558-0045","大阪市住吉区住吉２",135.491846,34.61448,NA,NA,0,202,"阪堺電軌阪堺線","阪堺電軌阪堺線","008947","緑",0,99,"阪堺電気軌道","阪堺電気軌道株式会社","阪堺","http://www.hankai.co.jp/",0,0
9964901,"住吉",99649,28,"658-0051","神戸市東灘区住吉本町一丁目2",135.262309,34.719512,NA,NA,0,212,"六甲ライナー","神戸新交通六甲アイランド線","1FCB9F","エメラルド",0,99,"神戸新交通","神戸新交通株式会社","新神交","http://www.knt-liner.co.jp/",0,0
9991302,"住吉",99913,42,"852-8154","長崎市住吉町",129.859836,32.792073,NA,NA,0,236,"長崎電軌１系統","長崎電軌１系統",NA,NA,0,99,"長崎電気軌道","長崎電気軌道株式会社","長崎電気軌道","http://www.naga-den.com/",0,0
9991423,"住吉",99914,42,"852-8154","長崎市住吉町",129.859836,32.792073,NA,NA,0,236,"長崎電軌３系統","長崎電軌３系統",NA,NA,0,99,"長崎電気軌道","長崎電気軌道株式会社","長崎電気軌道","http://www.naga-den.com/",0,0
9991147,"佐世保",99911,42,"857-0862","佐世保市白南風町",129.725667,33.163868,NA,NA,0,234,"西九州線(伊万里～佐世保)","松浦鉄道西九州線(伊万里～佐世保)",NA,NA,0,99,"松浦鉄道","松浦鉄道株式会社","松浦鉄道","http://www.matutetu.com/",0,0
1190701,"佐伯",11907,44,"876-0803","佐伯市駅前２丁目",131.901857,32.972521,NA,NA,0,6,"JR日豊本線(佐伯～鹿児島中央)","JR日豊本線(佐伯～鹿児島中央)",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0
1132701,"佐倉",11327,12,"285-0812","佐倉市六崎",140.226722,35.709743,NA,NA,0,2,"JR成田線","JR成田線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1132901,"佐原",11329,12,"287-0003","香取市佐原イ",140.494074,35.894522,NA,NA,0,2,"JR鹿島線","JR鹿島線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1180302,"佐古",11803,36,"770-0022","徳島市佐古二番町",134.538539,34.080644,NA,NA,0,5,"よしの川ブルーライン","JR徳島線",NA,NA,0,11,"JR四国","四国旅客鉄道株式会社","JR四国","http://www.jr-shikoku.co.jp/",1,0
1163401,"佐用",11634,28,"679-5300","佐用郡佐用町間島田",134.356538,35.003579,NA,NA,0,4,"JR姫新線(佐用～新見)","JR姫新線(佐用～新見)",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
9964405,"佐用",99644,28,"679-5300","佐用郡佐用町間島田",134.356538,35.003579,NA,NA,0,210,"智頭急行智頭線","智頭急行智頭線","000099","紺",0,99,"智頭急行","智頭急行株式会社","智頭急","http://www.chizukyu.co.jp/",0,0
1192101,"佐賀",11921,41,"840-0801","佐賀市駅前中央１丁目",130.297608,33.264212,NA,NA,0,6,"JR唐津線","JR唐津線",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0
2101005,"佐野",21010,9,"327-0846","佐野市若松町",139.578826,36.316884,NA,NA,0,11,"東武佐野線","東武佐野線",NA,NA,0,21,"東武鉄道","東武鉄道株式会社","東武","http://www.tobu.co.jp/",2,0
1122010,"余目",11220,6,"999-7700","東田川郡庄内町沢田",139.911348,38.844321,NA,NA,0,2,"奥の細道最上川ライン","JR陸羽西線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
9953110,"依那古",99531,24,"518-0103","伊賀市沖１８-２",136.15318,34.715199,NA,NA,0,188,"伊賀鉄道伊賀線","伊賀鉄道伊賀線",NA,NA,0,99,"伊賀鉄道","伊賀鉄道株式会社","伊賀鉄道","http://www.igatetsu.co.jp/",0,0
1133311,"保土ケ谷",11333,14,"240-0023","横浜市保土ケ谷区岩井町",139.599671,35.446746,NA,NA,0,2,"JR湘南新宿ライン","JR湘南新宿ライン",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
9941920,"保田",99419,18,"911-0848","勝山市鹿谷町保田６２字８-１",136.451611,36.069838,NA,NA,0,167,"えちぜん鉄道勝山永平寺線","えちぜん鉄道勝山永平寺線",NA,NA,0,99,"えちぜん鉄道","えちぜん鉄道株式会社","えち鉄","http://www.echizen-tetudo.co.jp/",0,0
3102401,"信貴山口",31024,27,"581-0873","八尾市黒谷６４６",135.642118,34.619967,NA,NA,0,21,"西信貴ケーブル","近鉄西信貴鋼索線",NA,NA,0,31,"近畿日本鉄道","近畿日本鉄道株式会社","近鉄","http://www.kintetsu.co.jp/",2,0
1170305,"倉敷",11703,33,"710-0055","倉敷市阿知１丁目",133.765473,34.601567,NA,NA,0,4,"JR伯備線","JR伯備線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
1132323,"倉賀野",11323,10,"370-1201","高崎市倉賀野町",139.049474,36.300216,NA,NA,0,2,"JR高崎線","JR高崎線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0
1141547,"倶利伽羅",99426,17,"929-0416","河北郡津幡町字刈安",136.791605,36.672489,NA,NA,0,246,"IRいしかわ鉄道線","IRいしかわ鉄道株式会社",NA,NA,0,99,"IRいしかわ鉄道","IRいしかわ鉄道株式会社","いしてつ","http://www.ishikawa-railway.jp",0,0
9992327,"健軍交番前",99923,43,"862-0908","熊本市新生１丁目９-７地先",130.757668,32.779463,NA,NA,0,241,"熊本市電Ｂ系統","熊本市電Ｂ系統",NA,NA,0,99,"熊本市交通局","熊本市交通局","熊本市交通局","http://www.kotsu-kumamoto.jp/",0,0
9992325,"健軍校前",99923,43,"862-0911","熊本市健軍４丁目１３-２地先",130.750952,32.781917,NA,NA,0,241,"熊本市電Ｂ系統","熊本市電Ｂ系統",NA,NA,0,99,"熊本市交通局","熊本市交通局","熊本市交通局","http://www.kotsu-kumamoto.jp/",0,0
9992328,"健軍町",99923,43,"862-0903","熊本市若葉１丁目２-５地先",130.761209,32.778381,NA,NA,0,241,"熊本市電Ｂ系統","熊本市電Ｂ系統",NA,NA,0,99,"熊本市交通局","熊本市交通局","熊本市交通局","http://www.kotsu-kumamoto.jp/",0,0
1171403,"備中神代",11714,33,"718-0017","新見市西方",133.40079,34.994571,NA,NA,0,4,"JR芸備線","JR芸備線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
1171413,"備後落合",11714,34,"729-5613","庄原市西城町八鳥",133.148296,35.001167,NA,NA,0,4,"JR芸備線","JR芸備線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0
2600212,"元住吉",26002,14,"211-0025","川崎市中原区木月６７９",139.654668,35.565698,NA,NA,0,16,"東急目黒線","東急目黒線",NA,NA,0,26,"東急電鉄","東京急行電鉄株式会社","東急","http://www.tokyu.co.jp/",2,0
9971202,"元宇品口",99712,34,"734-0011","広島市南区宇品海岸１",132.459412,34.354048,NA,NA,0,222,"広電３号線","広電３号線",NA,NA,0,99,"広島電鉄","広島電鉄株式会社","広電","http://www.hiroden.co.jp/",0,0
9971317,"元宇品口",99713,34,"734-0011","広島市南区宇品海岸１",132.459412,34.354048,NA,NA,0,222,"広電５号線(皆実線)","広電５号線(皆実線)",NA,NA,0,99,"広島電鉄","広島電鉄株式会社","広電","http://www.hiroden.co.jp/",0,0
9980307,"元山",99803,37,"761-0311","高松市元山町９７４-２",134.083742,34.310424,NA,NA,0,225,"琴電長尾線","琴電長尾線",NA,NA,0,99,"高松琴平電気鉄道","高松琴平電気鉄道株式会社","琴電","http://www.kotoden.co.jp/",0,0
3500133,"元町",35001,28,"650-0014","神戸市中央区元町高架通り",135.187503,34.689422,NA,NA,0,25,"阪神本線","阪神本線",NA,NA,0,35,"阪神電鉄","阪神電気鉄道株式会社","阪神","http://rail.hanshin.co.jp/",2,0
9910303,"元町",99103,1,"065-0024","札幌市東区北２４条東１５",141.371598,43.094355,NA,NA,0,101,"札幌市営地下鉄東豊線","札幌市営地下鉄東豊線",NA,NA,0,99,"札幌市交通局","札幌市交通局","札幌市交通局","http://www.city.sapporo.jp/st/",0,0
9963003,"元町",99630,28,"650-0014","神戸市中央区元町高架通り",135.18725,34.689836,NA,NA,0,203,"神戸高速東西線","神戸高速東西線","2560A8","青",0,99,"神戸高速鉄道","神戸高速鉄道株式会社","神戸高速","http://www.kobe-kousoku.jp/",3,0
1191427,"光岡",11914,44,"877-0078","日田市北友田町１丁目",130.919901,33.327668,NA,NA,0,6,"JR日田彦山線","JR日田彦山線",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0
9961512,"光風台",99615,27,"563-0104","豊能郡豊能町光風台３-５７-７",135.431429,34.899887,NA,NA,0,207,"能勢電鉄妙見線","能勢電鉄妙見線",NA,NA,0,99,"能勢電鉄","能勢電鉄株式会社","能勢電","http://noseden.hankyu.co.jp/",0,0
2800304,"入谷",28003,13,"110-0013","台東区入谷１-６-４",139.783924,35.719862,NA,NA,0,18,"東京メトロ日比谷線","東京メトロ日比谷線","89A1AD","シルバー",0,28,"東京メトロ","東京地下鉄株式会社","東京メトロ","http://www.tokyometro.jp/",2,0
1193025,"入野",11930,46,"891-0603","指宿市開聞十町",130.518788,31.204293,NA,NA,0,6,"JR指宿枕崎線","JR指宿枕崎線",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0
2800311,"八丁堀",28003,13,"104-0032","中央区八丁堀３丁目",139.776982,35.674851,NA,NA,0,18,"東京メトロ日比谷線","東京メトロ日比谷線","89A1AD","シルバー",0,28,"東京メトロ","東京地下鉄株式会社","東京メトロ","http://www.tokyometro.jp/",2,0
9971007,"八丁堀",99710,34,"730-0021","広島市中区胡町",132.463403,34.393897,NA,NA,0,222,"広電１号線(宇品線)","広電１号線(宇品線)",NA,NA,0,99,"広島電鉄","広島電鉄株式会社","広電","http://www.hiroden.co.jp/",0,0
9971107,"八丁堀",99711,34,"730-0021","広島市中区胡町",132.463403,34.393897,NA,NA,0,222,"広電２号線(宮島線)","広電２号線(宮島線)",NA,NA,0,99,"広島電鉄","広島電鉄株式会社","広電","http://www.hiroden.co.jp/",0,0
9971407,"八丁堀",99714,34,"730-0021","広島市中区胡町",132.463403,34.393897,NA,NA,0,222,"広電６号線(江波線)","広電６号線(江波線)",NA,NA,0,99,"広島電鉄","広島電鉄株式会社","広電","http://www.hiroden.co.jp/",0,0
9971701,"八丁堀",99717,34,"730-0021","広島市中区胡町",132.463403,34.393897,NA,NA,0,222,"広電９号線(白島線)","広電９号線(白島線)",NA,NA,0,99,"広島電鉄","広島電鉄株式会社","広電","http://www.hiroden.co.jp/",0,0
2700116,"八丁畷",27001,14,"210-0022","川崎市川崎区池田１丁目",139.691346,35.523054,NA,NA,0,17,"京急本線","京急本線",NA,NA,0,27,"京急電鉄","京浜急行電鉄株式会社","京急","http://www.keikyu.co.jp/",2,0
9992323,"八丁馬場",99923,43,"862-0955","熊本市神水本町１９-６地先",130.741746,32.783739,NA,NA,0,241,"熊本市電Ｂ系統","熊本市電Ｂ系統",NA,NA,0,99,"熊本市交通局","熊本市交通局","熊本市交通局","http://www.kotsu-kumamoto.jp/",0,0
9951615,"八事",99516,23,"466-0825","名古屋市昭和区八事本町１０２-３",136.964036,35.136946,NA,NA,0,179,"名古屋市営地下鉄鶴舞線","名古屋市営地下鉄鶴舞線","04ACDD","水色",0,99,"名古屋市交通局","名古屋市交通局","名古屋市交通局","http://www.kotsu.city.nagoya.jp/",0,0
1192501,"八代",11925,43,"866-0831","八代市萩原町１丁目",130.621609,32.503805,NA,NA,0,6,"えびの高原線(八代～吉松)","JR肥薩線(八代～吉松)",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0
9992101,"八代",99921,43,"866-0831","八代市萩原町１丁目",130.621609,32.503805,NA,NA,0,240,"肥薩おれんじ鉄道線","肥薩おれんじ鉄道線",NA,NA,0,99,"肥薩おれんじ鉄道","肥薩おれんじ鉄道株式会社","肥薩おれんじ鉄道","http://www.hs-orange.com/",0,0
9991408,"八千代町",99914,42,"850-0043","長崎市八千代町",129.870436,32.754979,NA,NA,0,236,"長崎電軌３系統","長崎電軌３系統",NA,NA,0,99,"長崎電気軌道","長崎電気軌道株式会社","長崎電気軌道","http://www.naga-den.com/",0,0
