"S_ID","S_Name","L_ID","Pref","Zipcode","Address","Longitude","Latitude","Open","Close","S_Status","C_ID","L_Name","L_Name2","L_Color","L_Color2","L_Status","R_ID","C_Name","C_Name2","C_Name3","C_URL","C_Type","C_Status","NN_Index","Name","Company","Line","TypeS","TypeC","P2011","P2012","P2013","P2014","P2015","P2016","P2017","Diff"
9971136,"JA広島病院前",99711,34,"738-0042","廿日市市地御前１-９９６４",132.322404,34.343959,NA,NA,0,222,"広電２号線(宮島線)","広電２号線(宮島線)",NA,NA,0,99,"広島電鉄","広島電鉄株式会社","広電","http://www.hiroden.co.jp/",0,0,1,"JA広島病院前","広島電鉄","宮島線",12,4,3403,3403,3403,3403,3403,3403,1674,"O"
1161705,"JR三山木",11617,26,"610-0313","京田辺市三山木高飛４番地",135.784578,34.798334,NA,NA,0,4,"学研都市線","JR片町線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,2,"JR三山木","西日本旅客鉄道","片町線",11,2,1484,1586,1613,1676,1800,1866,1899,"O"
1163605,"JR五位堂",11636,29,"639-0226","香芝市五位堂６丁目５５",135.718435,34.527667,NA,NA,0,4,"JR和歌山線","JR和歌山線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,3,"JR五位堂","西日本旅客鉄道","和歌山線",11,2,1521,1493,1448,1444,1484,1526,1567,"O"
1164104,"JR俊徳道",11641,27,"577-0809","大阪府東大阪市永和一丁目24-15",135.572421,34.658372,NA,NA,0,4,"おおさか東線","おおさか東線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,4,"JR俊徳道","西日本旅客鉄道","おおさか東線",11,2,6471,6899,7347,7512,7802,7948,8147,"O"
1161810,"JR小倉",11618,26,"611-0042","宇治市小倉町中畑４８番地１",135.785962,34.889117,NA,NA,0,4,"奈良線","奈良線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,5,"JR小倉","西日本旅客鉄道","奈良線",11,2,3817,3828,3871,3816,3844,3724,3752,"O"
1164103,"JR河内永和",11641,27,"577-0809","大阪府東大阪市永和一丁目1-21",135.572255,34.664717,NA,NA,0,4,"おおさか東線","おおさか東線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,6,"JR河内永和","西日本旅客鉄道","おおさか東線",11,2,10693,11358,11867,11746,12376,12666,12844,"O"
1164111,"JR淡路",11641,27,"533-0022","大阪市東淀川区菅原5丁目11-14",135.519861,34.740694,2019-03-16,NA,0,4,"おおさか東線","おおさか東線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,6767,"淡路","阪急電鉄","千里線",12,4,0,0,0,0,0,0,0,""
1160217,"JR総持寺",11602,27,"567-0806","大阪府茨木市庄一丁目28番55号",135.577778,34.828611,2018-03-17,NA,0,4,"JR京都線","JR東海道本線(京都～大阪)",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,7,"JR総持寺","西日本旅客鉄道","東海道線",11,2,0,0,0,0,0,0,9974,"O"
1161804,"JR藤森",11618,26,"612-0847","京都市伏見区深草大亀谷大山町９９番",135.775695,34.948278,NA,NA,0,4,"奈良線","奈良線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,8,"JR藤森","西日本旅客鉄道","奈良線",11,2,5587,5679,5874,5830,5964,6078,6211,"O"
1164113,"JR野江",11641,27,"536-0006","大阪市城東区野江3丁目29-22",135.541389,34.706944,2019-03-16,NA,0,4,"おおさか東線","おおさか東線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,9441,"野江","京阪電気鉄道","京阪本線",12,4,0,0,0,0,0,12628,10837,""
1164105,"JR長瀬",11641,27,"577-0832","大阪府東大阪市長瀬町三丁目8-41",135.570168,34.649516,NA,NA,0,4,"おおさか東線","おおさか東線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,9,"JR長瀬","西日本旅客鉄道","おおさか東線",11,2,5242,5604,5896,5974,6202,6424,6628,"O"
1160722,"JR難波",11607,27,"556-0017","大阪市浪速区湊町１",135.495265,34.666438,NA,NA,0,4,"大和路線","JR関西本線(加茂～ＪＲ難波)",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,10,"JR難波","西日本旅客鉄道","関西線",11,2,52852,52696,52668,51064,50918,49826,49336,"O"
1123035,"Jヴィレッジ",11230,7,"979-0513","双葉郡楢葉町大字山田岡字下岩沢1番地2",141.0075,37.242583,2019-04-20,NA,0,2,"JR常磐線(いわき～仙台)","JR常磐線(いわき～仙台)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0,5427,"木戸","東日本旅客鉄道","常磐線",11,2,290,290,0,0,0,0,0,""
2700505,"YRP野比",27005,14,"239-0841","横須賀市野比１-９-１",139.685068,35.212229,NA,NA,0,17,"京急久里浜線","京急久里浜線",NA,NA,0,27,"京急電鉄","京浜急行電鉄株式会社","京急","http://www.keikyu.co.jp/",2,0,11,"YRP野比","京浜急行電鉄","久里浜線",12,4,20459,19794,19573,19573,18609,18782,18937,"O"
1111211,"あいの里公園",11112,1,"002-8072","札幌市北区あいの里２条８丁目",141.413276,43.161206,NA,NA,0,1,"JR札沼線","JR札沼線",NA,NA,0,11,"JR北海道","北海道旅客鉄道株式会社","JR北海道","http://www.jrhokkaido.co.jp/",1,0,12,"あいの里公園","北海道旅客鉄道","札沼線",11,2,3522,3730,3808,3436,0,0,0,"O"
1111210,"あいの里教育大",11112,1,"002-8071","札幌市北区あいの里１条５丁目",141.39842,43.15528,NA,NA,0,1,"JR札沼線","JR札沼線",NA,NA,0,11,"JR北海道","北海道旅客鉄道株式会社","JR北海道","http://www.jrhokkaido.co.jp/",1,0,13,"あいの里教育大","北海道旅客鉄道","札沼線",11,2,7296,7592,7926,7796,7478,7538,7634,"O"
9964905,"アイランドセンター",99649,28,"658-0032","神戸市東灘区向洋町中２",135.269347,34.689103,NA,NA,0,212,"六甲ライナー","神戸新交通六甲アイランド線","1FCB9F","エメラルド",0,99,"神戸新交通","神戸新交通株式会社","新神交","http://www.knt-liner.co.jp/",0,0,14,"アイランドセンター","神戸新交通","六甲アイランド線",24,5,17300,16828,17463,17459,17975,18096,18279,"O"
9964904,"アイランド北口",99649,28,"658-0032","神戸市東灘区向洋町中１",135.26875,34.692853,NA,NA,0,212,"六甲ライナー","神戸新交通六甲アイランド線","1FCB9F","エメラルド",0,99,"神戸新交通","神戸新交通株式会社","新神交","http://www.knt-liner.co.jp/",0,0,15,"アイランド北口","神戸新交通","六甲アイランド線",16,5,7800,8046,8149,8383,8599,8532,8474,"O"
1122201,"あおば通",11222,4,"980-0021","仙台市青葉区中央３丁目２番１号",140.878514,38.260749,NA,NA,0,2,"JR仙石線","JR仙石線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0,16,"あおば通","東日本旅客鉄道","仙石線",11,2,40360,40360,38882,40922,40820,42664,44052,"O"
9981606,"あかおか",99816,39,"781-5310","香南市赤岡町字西浜３７４-１",133.721859,33.539893,NA,NA,0,227,"ごめん・なはり線","土佐くろしお鉄道ごめん・なはり線",NA,NA,0,99,"土佐くろしお鉄道","土佐くろしお鉄道株式会社","土佐くろしお鉄道","http://www.tosakuro.co.jp/",0,0,17,"あかおか","土佐くろしお鉄道","阿佐線",12,5,268,285,272,243,235,207,219,"O"
9990203,"あかぢ",99902,40,"820-1102","鞍手郡小竹町大字赤地",130.72455,33.727366,NA,NA,0,230,"伊田線","平成筑豊鉄道伊田線",NA,NA,0,99,"平成筑豊鉄道","平成筑豊鉄道株式会社","平成筑豊鉄道","http://www.heichiku.net/",0,0,18,"あかぢ","平成筑豊鉄道","伊田線",12,5,57,61,58,34,34,51,45,"O"
1120410,"あきた白神",11204,5,"018-2617","山本郡八峰町八森御所の台",139.987793,40.386583,NA,NA,0,2,"JR五能線","JR五能線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0,19,"あきた白神","東日本旅客鉄道","五能線",11,2,60,34,54,52,58,54,52,"O"
1171715,"あき亀山",11717,34,"731-0232","広島市安佐北区亀山南一丁目1-1",132.4959,34.517264,2017-03-04,NA,0,4,"JR可部線","JR可部線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,20,"あき亀山","西日本旅客鉄道","可部線",11,2,0,0,0,0,0,648,1108,"O"
9992008,"あさぎり",99920,43,"868-0415","熊本県球磨郡あさぎり町免田",130.893783,32.236191,NA,NA,0,239,"湯前線","くま川鉄道湯前線",NA,NA,0,99,"くま川鉄道","くま川鉄道株式会社","くま川鉄道","http://www.kumagawa-rail.com/",0,0,21,"あさぎり","くま川鉄道","湯前線",12,5,674,682,672,657,638,638,478,"O"
2600316,"あざみ野",26003,14,"225-0011","横浜市青葉区あざみ野２-１-１",139.553462,35.568645,NA,NA,0,16,"東急田園都市線","東急田園都市線",NA,NA,0,26,"東急電鉄","東京急行電鉄株式会社","東急","http://www.tokyu.co.jp/",2,0,23,"あざみ野","東京急行電鉄","田園都市線",12,4,128986,131497,134569,133283,134691,134691,136448,"O"
9931601,"あざみ野",99316,14,"225-0011","横浜市青葉区あざみ野２-１-１",139.553694,35.568076,NA,NA,0,130,"ブルーライン","横浜市高速鉄道1号線・3号線",NA,NA,0,99,"横浜市交通局","横浜市交通局","横浜市交通局","http://www.city.yokohama.lg.jp/koutuu/",0,0,22,"あざみ野","横浜市","3号線",12,3,76486,78378,80213,79061,80175,80749,80153,"O"
1134122,"あしかがフラワーパーク",11341,9,"329-4216","栃木県足利市迫間町",139.518611,36.315167,2018-04-01,NA,0,2,"JR両毛線","JR両毛線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0,3741,"富田","東日本旅客鉄道","両毛線",11,2,1772,1646,1690,1768,1656,1894,0,""
3101301,"あすなろう四日市",31013,24,"510-0075","四日市市安島１-１-５６",136.618352,34.966495,NA,NA,0,247,"内部線","内部線",NA,NA,0,99,"四日市あすなろう鉄道","四日市あすなろう鉄道株式会社","あすてつ",NA,0,0,9281,"近鉄四日市","近畿日本鉄道","湯の山線",12,4,0,0,0,0,0,0,0,""
3101401,"あすなろう四日市",31014,24,"510-0075","四日市市安島１-１-５６",136.618352,34.966495,NA,NA,0,247,"八王子線","八王子線",NA,NA,0,99,"四日市あすなろう鉄道","四日市あすなろう鉄道株式会社","あすてつ",NA,0,0,9281,"近鉄四日市","近畿日本鉄道","湯の山線",12,4,0,0,0,0,0,0,0,""
9950536,"アスモ前",99505,22,"431-0400","湖西市小俣",137.49405,34.727685,NA,NA,0,172,"天竜浜名湖線","天竜浜名湖鉄道天竜浜名湖線",NA,NA,0,99,"天竜浜名湖鉄道","天竜浜名湖鉄道株式会社","天竜浜名湖鉄道","http://www.tenhama.co.jp/",0,0,25,"アスモ前","天竜浜名湖鉄道","天竜浜名湖線",12,5,42,26,39,35,37,43,52,"O"
1121425,"あつみ温泉",11214,6,"999-7205","鶴岡市温海",139.587955,38.624217,NA,NA,0,2,"JR羽越本線","JR羽越本線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0,26,"あつみ温泉","東日本旅客鉄道","羽越線",11,2,266,228,264,266,242,228,238,"O"
9961817,"あびこ",99618,27,"558-0011","大阪市住吉区苅田７-１２-２１",135.512747,34.598821,NA,NA,0,249,"大阪メトロ御堂筋線","高速電気軌道第1号線","e5171f","臙脂",0,99,"Osaka Metro","大阪市高速電気軌道株式会社","大阪メトロ","http://www.osakametro.co.jp",2,0,4709,"我孫子","大阪市","1号線(御堂筋線)",21,3,34072,33244,33800,34311,33856,33724,34661,""
9921316,"あぶくま",99213,4,"981-2185","伊具郡丸森町字滝の上",140.68576,37.913443,NA,NA,0,114,"阿武隈急行線","阿武隈急行線",NA,NA,0,99,"阿武隈急行","阿武隈急行株式会社","阿武急","http://www.abukyu.co.jp/",0,0,27,"あぶくま","阿武隈急行","阿武隈急行線",12,5,5,10,12,11,13,15,12,"O"
9950807,"アプトいちしろ",99508,22,"428-0401","榛原郡川根本町梅地",138.144825,35.167514,NA,NA,0,174,"南アルプスあぷとライン","大井川鐵道井川線",NA,NA,0,99,"大井川鐵道","大井川鐵道株式会社","大鐵","http://www.oigawa-railway.co.jp/",0,0,28,"アプトいちしろ","大井川鐵道","井川線",12,4,4,2,3,4,5,4,4,"O"
9921604,"あまや",99216,7,"965-0000","会津若松市大戸町大字雨屋字上雨屋３６７-１",139.917661,37.416736,NA,NA,0,117,"会津鉄道会津線","会津鉄道会津線",NA,NA,0,99,"会津鉄道","会津鉄道株式会社","会津鉄道","http://www.aizutetsudo.jp/",0,0,29,"あまや","会津鉄道","会津線",12,5,2,6,2,2,6,8,10,"O"
9921111,"あやめ公園",99211,6,"993-0087","長井市横町１３７９番地の２",140.032749,38.113971,NA,NA,0,112,"フラワー長井線","山形鉄道フラワー長井線",NA,NA,0,99,"山形鉄道","山形鉄道株式会社","山形鉄道","http://www.flower-liner.jp/",0,0,30,"あやめ公園","山形鉄道","フラワー長井線",12,5,0,0,0,0,0,98,97,"O"
9964411,"あわくら温泉",99644,33,"707-0503","英田郡西粟倉村大字影石",134.337011,35.188901,NA,NA,0,210,"智頭急行智頭線","智頭急行智頭線","000099","紺",0,99,"智頭急行","智頭急行株式会社","智頭急","http://www.chizukyu.co.jp/",0,0,31,"あわくら温泉","智頭急行","智頭線",12,5,3,3,18,18,11,11,15,"O"
9942017,"あわら湯のまち",99420,18,"910-4103","あわら市二面３３字１-１",136.193695,36.223159,NA,NA,0,167,"えちぜん鉄道三国芦原線","えちぜん鉄道三国芦原線",NA,NA,0,99,"えちぜん鉄道","えちぜん鉄道株式会社","えち鉄","http://www.echizen-tetudo.co.jp/",0,0,32,"あわら湯のまち","えちぜん鉄道","三国芦原線",12,5,563,552,512,522,496,492,469,"O"
9950505,"いこいの広場",99505,22,"436-0112","掛川市細谷字松向",137.963773,34.788103,NA,NA,0,172,"天竜浜名湖線","天竜浜名湖鉄道天竜浜名湖線",NA,NA,0,99,"天竜浜名湖鉄道","天竜浜名湖鉄道株式会社","天竜浜名湖鉄道","http://www.tenhama.co.jp/",0,0,33,"いこいの広場","天竜浜名湖鉄道","天竜浜名湖線",12,5,120,159,121,132,139,153,153,"O"
1192319,"いこいの村",11923,43,"869-2224","阿蘇市蔵原",131.094666,32.93659,NA,NA,0,6,"阿蘇高原線","JR豊肥本線",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0,34,"いこいの村","九州旅客鉄道","豊肥線",11,2,0,0,0,0,0,0,0,"O"
9970511,"いずえ",99705,33,"715-0022","井原市下出部町小塚",133.450677,34.587934,NA,NA,0,218,"井原線","井原鉄道井原線",NA,NA,0,99,"井原鉄道","井原鉄道株式会社","井原鉄道","http://plus.harenet.ne.jp/~ibarasen/",0,0,35,"いずえ","井原鉄道","井原線",12,5,58,58,56,56,56,56,56,"O"
2900206,"いずみ中央",29002,14,"245-0016","横浜市泉区和泉町３５４０",139.48727,35.415385,NA,NA,0,19,"相鉄いずみ野線","相鉄いずみ野線",NA,NA,0,29,"相模鉄道","相模鉄道株式会社","相鉄","http://www.sotetsu.co.jp/",2,0,36,"いずみ中央","相模鉄道","いずみ野線",12,4,15919,15979,15993,15612,15772,15850,16016,"O"
2900205,"いずみ野",29002,14,"245-0016","横浜市泉区和泉町５７３６",139.495135,35.429434,NA,NA,0,19,"相鉄いずみ野線","相鉄いずみ野線",NA,NA,0,29,"相模鉄道","相模鉄道株式会社","相鉄","http://www.sotetsu.co.jp/",2,0,37,"いずみ野","相模鉄道","いずみ野線",12,4,14055,14050,14181,13939,14033,13971,13969,"O"
9992506,"いづろ通",99925,46,"892-0828","鹿児島市金生町",130.557672,31.591824,NA,NA,0,242,"鹿児島市電１系統","鹿児島市電１系統",NA,NA,0,99,"鹿児島市交通局","鹿児島市交通局","鹿児島市交通局","http://www.kotsu-city-kagoshima.jp/",0,0,38,"いづろ通","鹿児島市","第一期線",21,3,3872,3845,3939,3888,3785,3767,3347,"O"
9992606,"いづろ通",99926,46,"892-0828","鹿児島市金生町",130.557672,31.591824,NA,NA,0,242,"鹿児島市電２系統","鹿児島市電２系統",NA,NA,0,99,"鹿児島市交通局","鹿児島市交通局","鹿児島市交通局","http://www.kotsu-city-kagoshima.jp/",0,0,38,"いづろ通","鹿児島市","第一期線",21,3,3872,3845,3939,3888,3785,3767,3347,"O"
9991125,"いのつき",99911,42,"859-6133","長崎県佐世保市江迎町猪調",129.667286,33.282623,NA,NA,0,234,"西九州線(伊万里～佐世保)","松浦鉄道西九州線(伊万里～佐世保)",NA,NA,0,99,"松浦鉄道","松浦鉄道株式会社","松浦鉄道","http://www.matutetu.com/",0,0,39,"いのつき","松浦鉄道","西九州線",12,5,77,78,71,69,70,60,60,"O"
9980703,"いよ立花",99807,38,"790-0966","松山市立花町２",132.772944,33.827784,NA,NA,0,226,"伊予鉄道横河原線","伊予鉄道横河原線",NA,NA,0,99,"伊予鉄道","伊予鉄道株式会社","伊予鉄","http://www.iyotetsu.co.jp/",0,0,40,"いよ立花","伊予鉄道","横河原線",12,4,2028,2029,2117,2052,2101,2178,2272,"O"
9951614,"いりなか",99516,23,"466-0833","名古屋市昭和区隼人町３-４",136.955375,35.143234,NA,NA,0,179,"名古屋市営地下鉄鶴舞線","名古屋市営地下鉄鶴舞線","04ACDD","水色",0,99,"名古屋市交通局","名古屋市交通局","名古屋市交通局","http://www.kotsu.city.nagoya.jp/",0,0,41,"いりなか","名古屋市","3号線鶴舞線",12,3,15518,13410,13631,14133,14034,14026,14039,"O"
1122801,"いわき",11228,7,"970-8026","いわき市平字田町",140.892273,37.058241,NA,NA,0,2,"ゆうゆうあぶくまライン","JR磐越東線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0,42,"いわき","東日本旅客鉄道","常磐線",11,2,12008,8350,11992,12272,11820,12284,12184,"O"
1122935,"いわき",11229,7,"970-8026","いわき市平字田町",140.892273,37.058241,NA,NA,0,2,"JR常磐線(取手～いわき)","JR常磐線(取手～いわき)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0,42,"いわき","東日本旅客鉄道","常磐線",11,2,12008,8350,11992,12272,11820,12284,12184,"O"
1123001,"いわき",11230,7,"970-8026","いわき市平字田町",140.892273,37.058241,NA,NA,0,2,"JR常磐線(いわき～仙台)","JR常磐線(いわき～仙台)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0,42,"いわき","東日本旅客鉄道","常磐線",11,2,12008,8350,11992,12272,11820,12284,12184,"O"
9920509,"いわて沼宮内",99205,3,"028-4303","岩手郡岩手町大字江刈内",141.216955,39.960155,NA,NA,0,107,"いわて銀河鉄道線","いわて銀河鉄道線",NA,NA,0,99,"IGRいわて銀河鉄道","IGRいわて銀河鉄道株式会社","IGRいわて銀河鉄道","http://www.igr.jp/",0,0,44,"いわて沼宮内","アイジーアールいわて銀河鉄道","いわて銀河鉄道線",12,5,969,937,960,989,942,920,920,"O"
9941502,"インテック本社前",99415,16,"930-0856","富山市牛島新町５番８地先",137.216685,36.703556,NA,NA,0,160,"富山港線","富山港線",NA,NA,0,99,"富山地方鉄道","富山地方鉄道株式会社","富山地鉄","http://www.chitetsu.co.jp/",0,0,46,"インテック本社前","富山ライトレール","富山港線",12,5,150,150,150,162,260,393,351,"O"
1120418,"ウェスパ椿山",11204,2,"038-2327","西津軽郡深浦町大字舮作字鍋石２２６-１",139.871157,40.592913,NA,NA,0,2,"JR五能線","JR五能線",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0,47,"ウェスパ椿山","東日本旅客鉄道","五能線",11,2,0,0,0,0,0,0,0,"O"
1191309,"うきは",11913,40,"839-1401","うきは市浮羽町朝田",130.789107,33.33506,NA,NA,0,6,"ゆふ高原線","JR久大本線",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0,48,"うきは","九州旅客鉄道","久大線",11,2,0,0,0,0,0,0,0,"O"
9963406,"ウッディタウン中央",99634,28,"669-1324","三田市ゆりのき台１-１０２",135.183707,34.909767,NA,NA,0,204,"公園都市線","神鉄公園都市線","D53924","朱",0,99,"神戸電鉄","神戸電鉄株式会社","神鉄","http://www.shintetsu.co.jp/",0,0,49,"ウッディタウン中央","神戸電鉄","公園都市線",12,4,2945,2959,3054,3122,3199,3397,3648,"O"
9940209,"うらがわら",99402,15,"942-0314","上越市浦川原区顕聖寺",138.419047,37.159285,NA,NA,0,155,"北越急行ほくほく線","北越急行ほくほく線",NA,NA,0,99,"北越急行","北越急行株式会社","北越急行","http://www.hokuhoku.co.jp/",0,0,50,"うらがわら","北越急行","ほくほく線",12,5,232,228,176,176,178,181,188,"O"
1192914,"えびの",11929,45,"889-4221","えびの市大字栗下",130.81621,32.042242,NA,NA,0,6,"えびの高原線","JR吉都線",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0,51,"えびの","九州旅客鉄道","吉都線",11,2,0,0,0,0,0,0,0,"O"
1192913,"えびの上江",11929,45,"889-4304","えびの市大字上江",130.850133,32.035519,NA,NA,0,6,"えびの高原線","JR吉都線",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0,52,"えびの上江","九州旅客鉄道","吉都線",11,2,0,0,0,0,0,0,0,"O"
1192912,"えびの飯野",11929,45,"889-4301","えびの市大字原田",130.871178,32.030295,NA,NA,0,6,"えびの高原線","JR吉都線",NA,NA,0,11,"JR九州","九州旅客鉄道株式会社","JR九州","http://www.jrkyushu.co.jp/",1,0,53,"えびの飯野","九州旅客鉄道","吉都線",11,2,0,0,0,0,0,0,0,"O"
9992007,"おかどめ幸福",99920,43,"868-0400","球磨郡あさぎり町",130.873629,32.231011,NA,NA,0,239,"湯前線","くま川鉄道湯前線",NA,NA,0,99,"くま川鉄道","くま川鉄道株式会社","くま川鉄道","http://www.kumagawa-rail.com/",0,0,54,"おかどめ幸福","くま川鉄道","湯前線",12,5,156,180,161,142,164,164,183,"O"
1160506,"おごと温泉",11605,25,"520-0101","大津市雄琴３丁目",135.895046,35.097425,NA,NA,0,4,"JR湖西線","JR湖西線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,55,"おごと温泉","西日本旅客鉄道","湖西線",11,2,12832,13029,13309,12926,13030,12918,13014,"O"
2100807,"おもちゃのまち",21008,9,"321-0203","下都賀郡壬生町幸町１-２２-１",139.829506,36.466774,NA,NA,0,11,"東武宇都宮線","東武宇都宮線",NA,NA,0,21,"東武鉄道","東武鉄道株式会社","東武","http://www.tobu.co.jp/",2,0,56,"おもちゃのまち","東武鉄道","宇都宮線",12,4,2325,2519,2606,2532,2504,2486,2506,"O"
9992711,"おもろまち",99927,47,"902-0067","那覇市安里３０５-３",127.698391,26.222701,NA,NA,0,243,"ゆいレール","沖縄都市モノレール線",NA,NA,0,99,"沖縄都市モノレール","沖縄都市モノレール株式会社","沖縄都市モノレール","http://www.yui-rail.co.jp/",0,0,57,"おもろまち","沖縄都市モノレール","沖縄都市モノレール線",23,5,7625,8429,9220,9915,10398,11339,11509,"O"
2300505,"おゆみ野",23005,12,"266-0033","千葉市緑区おゆみ野南３-２７-１",140.166264,35.550029,NA,NA,0,13,"京成千原線","京成千原線",NA,NA,0,23,"京成電鉄","京成電鉄株式会社","京成","http://www.keisei.co.jp/",2,0,58,"おゆみ野","京成電鉄","千原線",12,4,4121,4320,4440,4505,4664,4870,5031,"O"
9921104,"おりはた",99211,6,"992-0474","南陽市漆山字東屋敷",140.12239,38.066359,NA,NA,0,112,"フラワー長井線","山形鉄道フラワー長井線",NA,NA,0,99,"山形鉄道","山形鉄道株式会社","山形鉄道","http://www.flower-liner.jp/",0,0,59,"おりはた","山形鉄道","フラワー長井線",12,5,0,0,0,0,0,36,36,"O"
1180211,"オレンジタウン",11802,37,"769-2101","さぬき市大字志度字鳥打谷",134.180827,34.301879,NA,NA,0,5,"JR高徳線","JR高徳線",NA,NA,0,11,"JR四国","四国旅客鉄道株式会社","JR四国","http://www.jr-shikoku.co.jp/",1,0,60,"オレンジタウン","四国旅客鉄道","高徳線",11,2,262,238,246,244,250,242,218,"O"
9931106,"お台場海浜公園",99311,13,"135-0091","港区台場２-３",139.778607,35.629813,NA,NA,0,125,"ゆりかもめ","ゆりかもめ東京臨海新交通臨海線",NA,NA,0,99,"ゆりかもめ","株式会社ゆりかもめ","ゆりかもめ","http://www.yurikamome.co.jp/",0,0,61,"お台場海浜公園","ゆりかもめ","東京臨海新交通臨海線",24,5,14612,16130,16357,16515,17537,17488,16944,"O"
2300108,"お花茶屋",23001,13,"124-0005","葛飾区宝町２-３７-１",139.83988,35.747585,NA,NA,0,13,"京成本線","京成本線",NA,NA,0,23,"京成電鉄","京成電鉄株式会社","京成","http://www.keisei.co.jp/",2,0,62,"お花茶屋","京成電鉄","本線",12,4,30060,30429,31250,31141,31679,32497,33442,"O"
2900117,"かしわ台",29001,14,"243-0402","海老名市柏ケ谷１０２６",139.415851,35.466744,NA,NA,0,19,"相鉄本線","相鉄本線",NA,NA,0,29,"相模鉄道","相模鉄道株式会社","相鉄","http://www.sotetsu.co.jp/",2,0,64,"かしわ台","相模鉄道","本線",12,4,18714,18811,19066,18701,19147,18973,18990,"O"
9960916,"かぶと山",99609,26,"629-3442","京丹後市久美浜町甲山",134.919769,35.60685,NA,NA,0,194,"宮豊線","宮豊線",NA,NA,0,99,"京都丹後鉄道","WILLER TRAINS株式会社","丹鉄","http://travel.willer.co.jp/campaign/tantetsu/",0,0,65,"かぶと山","WILLER　TRAINS","宮津線",12,5,196,206,214,186,174,144,69,"O"
1121615,"かみのやま温泉",11216,6,"999-3134","上山市矢来",140.27867,38.152259,NA,NA,0,2,"山形線","JR奥羽本線(福島～新庄)",NA,NA,0,11,"JR東日本","東日本旅客鉄道株式会社","JR東日本","http://www.jreast.co.jp/",1,0,66,"かみのやま温泉","東日本旅客鉄道","奥羽線",11,2,3548,3366,3346,3432,3154,3184,3074,"O"
1171622,"かるが浜",11716,34,"737-0862","呉市狩留賀町",132.517523,34.263885,NA,NA,0,4,"JR呉線","JR呉線",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,67,"かるが浜","西日本旅客鉄道","呉線",11,2,598,587,598,534,516,548,513,"O"
1161605,"きりはまビーチ",11616,28,"669-6216","兵庫県豊岡市竹野町切浜",134.74504,35.658743,NA,NA,2,4,"JR山陰本線(豊岡～米子)","JR山陰本線(豊岡～米子)",NA,NA,0,11,"JR西日本","西日本旅客鉄道株式会社","JR西日本","http://www.westjr.co.jp/",1,0,7855,"竹野","西日本旅客鉄道","山陰線",11,2,561,548,575,536,552,526,453,""
